Row (Condensed DOF),Column (Condensed DOF),K Value
0,0,2.751000000000e+10
0,6,-1.375500000000e+10
1,1,1.473074064000e+14
1,5,1.052195760000e+13
1,7,-7.365370320000e+13
1,11,3.156587280000e+13
2,2,2.281910400000e+13
2,4,-1.629936000000e+12
2,8,-1.140955200000e+13
2,10,-4.889808000000e+12
3,3,2.111451300000e+05
3,9,-1.055725650000e+05
4,2,-1.629936000000e+12
4,4,5.976432000000e+12
4,8,6.519744000000e+12
4,10,2.716560000000e+12
5,1,1.052195760000e+13
5,5,3.858051120000e+13
5,7,-4.208783040000e+13
5,11,1.753659600000e+13
6,0,-1.375500000000e+10
6,6,2.751000000000e+10
6,12,-1.375500000000e+10
7,1,-7.365370320000e+13
7,5,-4.208783040000e+13
7,7,1.473074064000e+14
7,11,1.052195760000e+13
7,13,-7.365370320000e+13
7,17,3.156587280000e+13
8,2,-1.140955200000e+13
8,4,6.519744000000e+12
8,8,2.281910400000e+13
8,10,-1.629936000000e+12
8,14,-1.140955200000e+13
8,16,-4.889808000000e+12
9,3,-1.055725650000e+05
9,9,2.111451300000e+05
9,15,-1.055725650000e+05
10,2,-4.889808000000e+12
10,4,2.716560000000e+12
10,8,-1.629936000000e+12
10,10,5.976432000000e+12
10,14,6.519744000000e+12
10,16,2.716560000000e+12
11,1,3.156587280000e+13
11,5,1.753659600000e+13
11,7,1.052195760000e+13
11,11,3.858051120000e+13
11,13,-4.208783040000e+13
11,17,1.753659600000e+13
12,6,-1.375500000000e+10
12,12,2.751000000000e+10
12,18,-1.375500000000e+10
13,7,-7.365370320000e+13
13,11,-4.208783040000e+13
13,13,1.473074064000e+14
13,17,1.052195760000e+13
13,19,-7.365370320000e+13
13,23,3.156587280000e+13
14,8,-1.140955200000e+13
14,10,6.519744000000e+12
14,14,2.281910400000e+13
14,16,-1.629936000000e+12
14,20,-1.140955200000e+13
14,22,-4.889808000000e+12
15,9,-1.055725650000e+05
15,15,2.111451300000e+05
15,21,-1.055725650000e+05
16,8,-4.889808000000e+12
16,10,2.716560000000e+12
16,14,-1.629936000000e+12
16,16,5.976432000000e+12
16,20,6.519744000000e+12
16,22,2.716560000000e+12
17,7,3.156587280000e+13
17,11,1.753659600000e+13
17,13,1.052195760000e+13
17,17,3.858051120000e+13
17,19,-4.208783040000e+13
17,23,1.753659600000e+13
18,12,-1.375500000000e+10
18,18,2.751000000000e+10
18,24,-1.375500000000e+10
19,13,-7.365370320000e+13
19,17,-4.208783040000e+13
19,19,1.473074064000e+14
19,23,1.052195760000e+13
19,25,-7.365370320000e+13
19,29,3.156587280000e+13
20,14,-1.140955200000e+13
20,16,6.519744000000e+12
20,20,2.281910400000e+13
20,22,-1.629936000000e+12
20,26,-1.140955200000e+13
20,28,-4.889808000000e+12
21,15,-1.055725650000e+05
21,21,2.111451300000e+05
21,27,-1.055725650000e+05
22,14,-4.889808000000e+12
22,16,2.716560000000e+12
22,20,-1.629936000000e+12
22,22,5.976432000000e+12
22,26,6.519744000000e+12
22,28,2.716560000000e+12
23,13,3.156587280000e+13
23,17,1.753659600000e+13
23,19,1.052195760000e+13
23,23,3.858051120000e+13
23,25,-4.208783040000e+13
23,29,1.753659600000e+13
24,18,-1.375500000000e+10
24,24,2.751000000000e+10
24,30,-1.375500000000e+10
25,19,-7.365370320000e+13
25,23,-4.208783040000e+13
25,25,1.473074064000e+14
25,29,1.052195760000e+13
25,31,-7.365370320000e+13
25,35,3.156587280000e+13
26,20,-1.140955200000e+13
26,22,6.519744000000e+12
26,26,2.281910400000e+13
26,28,-1.629936000000e+12
26,32,-1.140955200000e+13
26,34,-4.889808000000e+12
27,21,-1.055725650000e+05
27,27,2.111451300000e+05
27,33,-1.055725650000e+05
28,20,-4.889808000000e+12
28,22,2.716560000000e+12
28,26,-1.629936000000e+12
28,28,5.976432000000e+12
28,32,6.519744000000e+12
28,34,2.716560000000e+12
29,19,3.156587280000e+13
29,23,1.753659600000e+13
29,25,1.052195760000e+13
29,29,3.858051120000e+13
29,31,-4.208783040000e+13
29,35,1.753659600000e+13
30,24,-1.375500000000e+10
30,30,2.751000000000e+10
30,36,-1.375500000000e+10
31,25,-7.365370320000e+13
31,29,-4.208783040000e+13
31,31,1.473074064000e+14
31,35,1.052195760000e+13
31,37,-7.365370320000e+13
31,41,3.156587280000e+13
32,26,-1.140955200000e+13
32,28,6.519744000000e+12
32,32,2.281910400000e+13
32,34,-1.629936000000e+12
32,38,-1.140955200000e+13
32,40,-4.889808000000e+12
33,27,-1.055725650000e+05
33,33,2.111451300000e+05
33,39,-1.055725650000e+05
34,26,-4.889808000000e+12
34,28,2.716560000000e+12
34,32,-1.629936000000e+12
34,34,5.976432000000e+12
34,38,6.519744000000e+12
34,40,2.716560000000e+12
35,25,3.156587280000e+13
35,29,1.753659600000e+13
35,31,1.052195760000e+13
35,35,3.858051120000e+13
35,37,-4.208783040000e+13
35,41,1.753659600000e+13
36,30,-1.375500000000e+10
36,36,2.751000000000e+10
36,42,-1.375500000000e+10
37,31,-7.365370320000e+13
37,35,-4.208783040000e+13
37,37,1.473074064000e+14
37,41,1.052195760000e+13
37,43,-7.365370320000e+13
37,47,3.156587280000e+13
38,32,-1.140955200000e+13
38,34,6.519744000000e+12
38,38,2.281910400000e+13
38,40,-1.629936000000e+12
38,44,-1.140955200000e+13
38,46,-4.889808000000e+12
39,33,-1.055725650000e+05
39,39,2.111451300000e+05
39,45,-1.055725650000e+05
40,32,-4.889808000000e+12
40,34,2.716560000000e+12
40,38,-1.629936000000e+12
40,40,5.976432000000e+12
40,44,6.519744000000e+12
40,46,2.716560000000e+12
41,31,3.156587280000e+13
41,35,1.753659600000e+13
41,37,1.052195760000e+13
41,41,3.858051120000e+13
41,43,-4.208783040000e+13
41,47,1.753659600000e+13
42,36,-1.375500000000e+10
42,42,2.751000000000e+10
42,48,-1.375500000000e+10
43,37,-7.365370320000e+13
43,41,-4.208783040000e+13
43,43,1.473074064000e+14
43,47,1.052195760000e+13
43,49,-7.365370320000e+13
43,53,3.156587280000e+13
44,38,-1.140955200000e+13
44,40,6.519744000000e+12
44,44,2.281910400000e+13
44,46,-1.629936000000e+12
44,50,-1.140955200000e+13
44,52,-4.889808000000e+12
45,39,-1.055725650000e+05
45,45,2.111451300000e+05
45,51,-1.055725650000e+05
46,38,-4.889808000000e+12
46,40,2.716560000000e+12
46,44,-1.629936000000e+12
46,46,5.976432000000e+12
46,50,6.519744000000e+12
46,52,2.716560000000e+12
47,37,3.156587280000e+13
47,41,1.753659600000e+13
47,43,1.052195760000e+13
47,47,3.858051120000e+13
47,49,-4.208783040000e+13
47,53,1.753659600000e+13
48,42,-1.375500000000e+10
48,48,2.751000000000e+10
48,54,-1.375500000000e+10
49,43,-7.365370320000e+13
49,47,-4.208783040000e+13
49,49,1.473074064000e+14
49,53,1.052195760000e+13
49,55,-7.365370320000e+13
49,59,3.156587280000e+13
50,44,-1.140955200000e+13
50,46,6.519744000000e+12
50,50,2.281910400000e+13
50,52,-1.629936000000e+12
50,56,-1.140955200000e+13
50,58,-4.889808000000e+12
51,45,-1.055725650000e+05
51,51,2.111451300000e+05
51,57,-1.055725650000e+05
52,44,-4.889808000000e+12
52,46,2.716560000000e+12
52,50,-1.629936000000e+12
52,52,5.976432000000e+12
52,56,6.519744000000e+12
52,58,2.716560000000e+12
53,43,3.156587280000e+13
53,47,1.753659600000e+13
53,49,1.052195760000e+13
53,53,3.858051120000e+13
53,55,-4.208783040000e+13
53,59,1.753659600000e+13
54,48,-1.375500000000e+10
54,54,2.751000000000e+10
54,60,-1.375500000000e+10
55,49,-7.365370320000e+13
55,53,-4.208783040000e+13
55,55,1.473074064000e+14
55,59,1.052195760000e+13
55,61,-7.365370320000e+13
55,65,3.156587280000e+13
56,50,-1.140955200000e+13
56,52,6.519744000000e+12
56,56,2.281910400000e+13
56,58,-1.629936000000e+12
56,62,-1.140955200000e+13
56,64,-4.889808000000e+12
57,51,-1.055725650000e+05
57,57,2.111451300000e+05
57,63,-1.055725650000e+05
58,50,-4.889808000000e+12
58,52,2.716560000000e+12
58,56,-1.629936000000e+12
58,58,5.976432000000e+12
58,62,6.519744000000e+12
58,64,2.716560000000e+12
59,49,3.156587280000e+13
59,53,1.753659600000e+13
59,55,1.052195760000e+13
59,59,3.858051120000e+13
59,61,-4.208783040000e+13
59,65,1.753659600000e+13
60,54,-1.375500000000e+10
60,60,2.751000000000e+10
60,66,-1.375500000000e+10
61,55,-7.365370320000e+13
61,59,-4.208783040000e+13
61,61,1.473074064000e+14
61,65,1.052195760000e+13
61,67,-7.365370320000e+13
61,71,3.156587280000e+13
62,56,-1.140955200000e+13
62,58,6.519744000000e+12
62,62,2.281910400000e+13
62,64,-1.629936000000e+12
62,68,-1.140955200000e+13
62,70,-4.889808000000e+12
63,57,-1.055725650000e+05
63,63,2.111451300000e+05
63,69,-1.055725650000e+05
64,56,-4.889808000000e+12
64,58,2.716560000000e+12
64,62,-1.629936000000e+12
64,64,5.976432000000e+12
64,68,6.519744000000e+12
64,70,2.716560000000e+12
65,55,3.156587280000e+13
65,59,1.753659600000e+13
65,61,1.052195760000e+13
65,65,3.858051120000e+13
65,67,-4.208783040000e+13
65,71,1.753659600000e+13
66,60,-1.375500000000e+10
66,66,2.751000000000e+10
66,72,-1.375500000000e+10
67,61,-7.365370320000e+13
67,65,-4.208783040000e+13
67,67,1.473074064000e+14
67,71,1.052195760000e+13
67,73,-7.365370320000e+13
67,77,3.156587280000e+13
68,62,-1.140955200000e+13
68,64,6.519744000000e+12
68,68,2.281910400000e+13
68,70,-1.629936000000e+12
68,74,-1.140955200000e+13
68,76,-4.889808000000e+12
69,63,-1.055725650000e+05
69,69,2.111451300000e+05
69,75,-1.055725650000e+05
70,62,-4.889808000000e+12
70,64,2.716560000000e+12
70,68,-1.629936000000e+12
70,70,5.976432000000e+12
70,74,6.519744000000e+12
70,76,2.716560000000e+12
71,61,3.156587280000e+13
71,65,1.753659600000e+13
71,67,1.052195760000e+13
71,71,3.858051120000e+13
71,73,-4.208783040000e+13
71,77,1.753659600000e+13
72,66,-1.375500000000e+10
72,72,2.751000000000e+10
72,78,-1.375500000000e+10
73,67,-7.365370320000e+13
73,71,-4.208783040000e+13
73,73,1.473074064000e+14
73,77,1.052195760000e+13
73,79,-7.365370320000e+13
73,83,3.156587280000e+13
74,68,-1.140955200000e+13
74,70,6.519744000000e+12
74,74,2.281910400000e+13
74,76,-1.629936000000e+12
74,80,-1.140955200000e+13
74,82,-4.889808000000e+12
75,69,-1.055725650000e+05
75,75,2.111451300000e+05
75,81,-1.055725650000e+05
76,68,-4.889808000000e+12
76,70,2.716560000000e+12
76,74,-1.629936000000e+12
76,76,5.976432000000e+12
76,80,6.519744000000e+12
76,82,2.716560000000e+12
77,67,3.156587280000e+13
77,71,1.753659600000e+13
77,73,1.052195760000e+13
77,77,3.858051120000e+13
77,79,-4.208783040000e+13
77,83,1.753659600000e+13
78,72,-1.375500000000e+10
78,78,2.751000000000e+10
78,84,-1.375500000000e+10
79,73,-7.365370320000e+13
79,77,-4.208783040000e+13
79,79,1.473074064000e+14
79,83,1.052195760000e+13
79,85,-7.365370320000e+13
79,89,3.156587280000e+13
80,74,-1.140955200000e+13
80,76,6.519744000000e+12
80,80,2.281910400000e+13
80,82,-1.629936000000e+12
80,86,-1.140955200000e+13
80,88,-4.889808000000e+12
81,75,-1.055725650000e+05
81,81,2.111451300000e+05
81,87,-1.055725650000e+05
82,74,-4.889808000000e+12
82,76,2.716560000000e+12
82,80,-1.629936000000e+12
82,82,5.976432000000e+12
82,86,6.519744000000e+12
82,88,2.716560000000e+12
83,73,3.156587280000e+13
83,77,1.753659600000e+13
83,79,1.052195760000e+13
83,83,3.858051120000e+13
83,85,-4.208783040000e+13
83,89,1.753659600000e+13
84,78,-1.375500000000e+10
84,84,2.751000000000e+10
84,90,-1.375500000000e+10
85,79,-7.365370320000e+13
85,83,-4.208783040000e+13
85,85,1.473074064000e+14
85,89,1.052195760000e+13
85,91,-7.365370320000e+13
85,95,3.156587280000e+13
86,80,-1.140955200000e+13
86,82,6.519744000000e+12
86,86,2.281910400000e+13
86,88,-1.629936000000e+12
86,92,-1.140955200000e+13
86,94,-4.889808000000e+12
87,81,-1.055725650000e+05
87,87,2.111451300000e+05
87,93,-1.055725650000e+05
88,80,-4.889808000000e+12
88,82,2.716560000000e+12
88,86,-1.629936000000e+12
88,88,5.976432000000e+12
88,92,6.519744000000e+12
88,94,2.716560000000e+12
89,79,3.156587280000e+13
89,83,1.753659600000e+13
89,85,1.052195760000e+13
89,89,3.858051120000e+13
89,91,-4.208783040000e+13
89,95,1.753659600000e+13
90,84,-1.375500000000e+10
90,90,2.751000000000e+10
90,96,-1.375500000000e+10
91,85,-7.365370320000e+13
91,89,-4.208783040000e+13
91,91,1.473074064000e+14
91,95,1.052195760000e+13
91,97,-7.365370320000e+13
91,101,3.156587280000e+13
92,86,-1.140955200000e+13
92,88,6.519744000000e+12
92,92,2.281910400000e+13
92,94,-1.629936000000e+12
92,98,-1.140955200000e+13
92,100,-4.889808000000e+12
93,87,-1.055725650000e+05
93,93,2.111451300000e+05
93,99,-1.055725650000e+05
94,86,-4.889808000000e+12
94,88,2.716560000000e+12
94,92,-1.629936000000e+12
94,94,5.976432000000e+12
94,98,6.519744000000e+12
94,100,2.716560000000e+12
95,85,3.156587280000e+13
95,89,1.753659600000e+13
95,91,1.052195760000e+13
95,95,3.858051120000e+13
95,97,-4.208783040000e+13
95,101,1.753659600000e+13
96,90,-1.375500000000e+10
96,96,2.751000000000e+10
96,102,-1.375500000000e+10
97,91,-7.365370320000e+13
97,95,-4.208783040000e+13
97,97,1.473074064000e+14
97,101,1.052195760000e+13
97,103,-7.365370320000e+13
97,107,3.156587280000e+13
98,92,-1.140955200000e+13
98,94,6.519744000000e+12
98,98,2.281910400000e+13
98,100,-1.629936000000e+12
98,104,-1.140955200000e+13
98,106,-4.889808000000e+12
99,93,-1.055725650000e+05
99,99,2.111451300000e+05
99,105,-1.055725650000e+05
100,92,-4.889808000000e+12
100,94,2.716560000000e+12
100,98,-1.629936000000e+12
100,100,5.976432000000e+12
100,104,6.519744000000e+12
100,106,2.716560000000e+12
101,91,3.156587280000e+13
101,95,1.753659600000e+13
101,97,1.052195760000e+13
101,101,3.858051120000e+13
101,103,-4.208783040000e+13
101,107,1.753659600000e+13
102,96,-1.375500000000e+10
102,102,2.751000000000e+10
102,108,-1.375500000000e+10
103,97,-7.365370320000e+13
103,101,-4.208783040000e+13
103,103,1.473074064000e+14
103,107,1.052195760000e+13
103,109,-7.365370320000e+13
103,113,3.156587280000e+13
104,98,-1.140955200000e+13
104,100,6.519744000000e+12
104,104,2.281910400000e+13
104,106,-1.629936000000e+12
104,110,-1.140955200000e+13
104,112,-4.889808000000e+12
105,99,-1.055725650000e+05
105,105,2.111451300000e+05
105,111,-1.055725650000e+05
106,98,-4.889808000000e+12
106,100,2.716560000000e+12
106,104,-1.629936000000e+12
106,106,5.976432000000e+12
106,110,6.519744000000e+12
106,112,2.716560000000e+12
107,97,3.156587280000e+13
107,101,1.753659600000e+13
107,103,1.052195760000e+13
107,107,3.858051120000e+13
107,109,-4.208783040000e+13
107,113,1.753659600000e+13
108,102,-1.375500000000e+10
108,108,2.751000000000e+10
108,114,-1.375500000000e+10
109,103,-7.365370320000e+13
109,107,-4.208783040000e+13
109,109,1.473074064000e+14
109,113,1.052195760000e+13
109,115,-7.365370320000e+13
109,119,3.156587280000e+13
110,104,-1.140955200000e+13
110,106,6.519744000000e+12
110,110,2.281910400000e+13
110,112,-1.629936000000e+12
110,116,-1.140955200000e+13
110,118,-4.889808000000e+12
111,105,-1.055725650000e+05
111,111,2.111451300000e+05
111,117,-1.055725650000e+05
112,104,-4.889808000000e+12
112,106,2.716560000000e+12
112,110,-1.629936000000e+12
112,112,5.976432000000e+12
112,116,6.519744000000e+12
112,118,2.716560000000e+12
113,103,3.156587280000e+13
113,107,1.753659600000e+13
113,109,1.052195760000e+13
113,113,3.858051120000e+13
113,115,-4.208783040000e+13
113,119,1.753659600000e+13
114,108,-1.375500000000e+10
114,114,2.751000000000e+10
114,120,-1.375500000000e+10
115,109,-7.365370320000e+13
115,113,-4.208783040000e+13
115,115,1.473074064000e+14
115,119,1.052195760000e+13
115,121,-7.365370320000e+13
115,125,3.156587280000e+13
116,110,-1.140955200000e+13
116,112,6.519744000000e+12
116,116,2.281910400000e+13
116,118,-1.629936000000e+12
116,122,-1.140955200000e+13
116,124,-4.889808000000e+12
117,111,-1.055725650000e+05
117,117,2.111451300000e+05
117,123,-1.055725650000e+05
118,110,-4.889808000000e+12
118,112,2.716560000000e+12
118,116,-1.629936000000e+12
118,118,5.976432000000e+12
118,122,6.519744000000e+12
118,124,2.716560000000e+12
119,109,3.156587280000e+13
119,113,1.753659600000e+13
119,115,1.052195760000e+13
119,119,3.858051120000e+13
119,121,-4.208783040000e+13
119,125,1.753659600000e+13
120,114,-1.375500000000e+10
120,120,2.751000000000e+10
120,126,-1.375500000000e+10
121,115,-7.365370320000e+13
121,119,-4.208783040000e+13
121,121,1.473074064000e+14
121,125,1.052195760000e+13
121,127,-7.365370320000e+13
121,131,3.156587280000e+13
122,116,-1.140955200000e+13
122,118,6.519744000000e+12
122,122,2.281910400000e+13
122,124,-1.629936000000e+12
122,128,-1.140955200000e+13
122,130,-4.889808000000e+12
123,117,-1.055725650000e+05
123,123,2.111451300000e+05
123,129,-1.055725650000e+05
124,116,-4.889808000000e+12
124,118,2.716560000000e+12
124,122,-1.629936000000e+12
124,124,5.976432000000e+12
124,128,6.519744000000e+12
124,130,2.716560000000e+12
125,115,3.156587280000e+13
125,119,1.753659600000e+13
125,121,1.052195760000e+13
125,125,3.858051120000e+13
125,127,-4.208783040000e+13
125,131,1.753659600000e+13
126,120,-1.375500000000e+10
126,126,2.751000000000e+10
126,132,-1.375500000000e+10
127,121,-7.365370320000e+13
127,125,-4.208783040000e+13
127,127,1.473074064000e+14
127,131,1.052195760000e+13
127,133,-7.365370320000e+13
127,137,3.156587280000e+13
128,122,-1.140955200000e+13
128,124,6.519744000000e+12
128,128,2.281910400000e+13
128,130,-1.629936000000e+12
128,134,-1.140955200000e+13
128,136,-4.889808000000e+12
129,123,-1.055725650000e+05
129,129,2.111451300000e+05
129,135,-1.055725650000e+05
130,122,-4.889808000000e+12
130,124,2.716560000000e+12
130,128,-1.629936000000e+12
130,130,5.976432000000e+12
130,134,6.519744000000e+12
130,136,2.716560000000e+12
131,121,3.156587280000e+13
131,125,1.753659600000e+13
131,127,1.052195760000e+13
131,131,3.858051120000e+13
131,133,-4.208783040000e+13
131,137,1.753659600000e+13
132,126,-1.375500000000e+10
132,132,2.751000000000e+10
132,138,-1.375500000000e+10
133,127,-7.365370320000e+13
133,131,-4.208783040000e+13
133,133,1.473074064000e+14
133,137,1.052195760000e+13
133,139,-7.365370320000e+13
133,143,3.156587280000e+13
134,128,-1.140955200000e+13
134,130,6.519744000000e+12
134,134,2.281910400000e+13
134,136,-1.629936000000e+12
134,140,-1.140955200000e+13
134,142,-4.889808000000e+12
135,129,-1.055725650000e+05
135,135,2.111451300000e+05
135,141,-1.055725650000e+05
136,128,-4.889808000000e+12
136,130,2.716560000000e+12
136,134,-1.629936000000e+12
136,136,5.976432000000e+12
136,140,6.519744000000e+12
136,142,2.716560000000e+12
137,127,3.156587280000e+13
137,131,1.753659600000e+13
137,133,1.052195760000e+13
137,137,3.858051120000e+13
137,139,-4.208783040000e+13
137,143,1.753659600000e+13
138,132,-1.375500000000e+10
138,138,2.751000000000e+10
138,144,-1.375500000000e+10
139,133,-7.365370320000e+13
139,137,-4.208783040000e+13
139,139,1.473074064000e+14
139,143,1.052195760000e+13
139,145,-7.365370320000e+13
139,149,3.156587280000e+13
140,134,-1.140955200000e+13
140,136,6.519744000000e+12
140,140,2.281910400000e+13
140,142,-1.629936000000e+12
140,146,-1.140955200000e+13
140,148,-4.889808000000e+12
141,135,-1.055725650000e+05
141,141,2.111451300000e+05
141,147,-1.055725650000e+05
142,134,-4.889808000000e+12
142,136,2.716560000000e+12
142,140,-1.629936000000e+12
142,142,5.976432000000e+12
142,146,6.519744000000e+12
142,148,2.716560000000e+12
143,133,3.156587280000e+13
143,137,1.753659600000e+13
143,139,1.052195760000e+13
143,143,3.858051120000e+13
143,145,-4.208783040000e+13
143,149,1.753659600000e+13
144,138,-1.375500000000e+10
144,144,2.751000000000e+10
144,150,-1.375500000000e+10
145,139,-7.365370320000e+13
145,143,-4.208783040000e+13
145,145,1.473074064000e+14
145,149,1.052195760000e+13
145,151,-7.365370320000e+13
145,155,3.156587280000e+13
146,140,-1.140955200000e+13
146,142,6.519744000000e+12
146,146,2.281910400000e+13
146,148,-1.629936000000e+12
146,152,-1.140955200000e+13
146,154,-4.889808000000e+12
147,141,-1.055725650000e+05
147,147,2.111451300000e+05
147,153,-1.055725650000e+05
148,140,-4.889808000000e+12
148,142,2.716560000000e+12
148,146,-1.629936000000e+12
148,148,5.976432000000e+12
148,152,6.519744000000e+12
148,154,2.716560000000e+12
149,139,3.156587280000e+13
149,143,1.753659600000e+13
149,145,1.052195760000e+13
149,149,3.858051120000e+13
149,151,-4.208783040000e+13
149,155,1.753659600000e+13
150,144,-1.375500000000e+10
150,150,2.751000000000e+10
150,156,-1.375500000000e+10
151,145,-7.365370320000e+13
151,149,-4.208783040000e+13
151,151,1.473074064000e+14
151,155,1.052195760000e+13
151,157,-7.365370320000e+13
151,161,3.156587280000e+13
152,146,-1.140955200000e+13
152,148,6.519744000000e+12
152,152,2.281910400000e+13
152,154,-1.629936000000e+12
152,158,-1.140955200000e+13
152,160,-4.889808000000e+12
153,147,-1.055725650000e+05
153,153,2.111451300000e+05
153,159,-1.055725650000e+05
154,146,-4.889808000000e+12
154,148,2.716560000000e+12
154,152,-1.629936000000e+12
154,154,5.976432000000e+12
154,158,6.519744000000e+12
154,160,2.716560000000e+12
155,145,3.156587280000e+13
155,149,1.753659600000e+13
155,151,1.052195760000e+13
155,155,3.858051120000e+13
155,157,-4.208783040000e+13
155,161,1.753659600000e+13
156,150,-1.375500000000e+10
156,156,2.751000000000e+10
